,daily change
2011-01-16,MEDPOS
2011-01-17,MEDPOS
2011-01-18,SMANEG
2011-01-19,SMANEG
2011-01-20,MEDPOS
2011-01-21,MEDPOS
2011-01-22,MEDPOS
2011-01-23,MEDPOS
2011-01-24,SMANEG
2011-01-25,SMAPOS
2011-01-26,SMAPOS
2011-01-27,BIGNEG
2011-01-28,MEDPOS
2011-01-29,MEDPOS
2011-01-30,MEDPOS
2011-01-31,BIGPOS
2011-02-01,SMAPOS
2011-02-02,SMAPOS
2011-02-03,MEDPOS
2011-02-04,MEDPOS
2011-02-05,MEDPOS
2011-02-06,MEDPOS
2011-02-07,MEDPOS
2011-02-08,SMAPOS
2011-02-09,SMANEG
2011-02-10,MEDPOS
2011-02-11,SMANEG
2011-02-12,SMANEG
2011-02-13,SMANEG
2011-02-14,MEDNEG
2011-02-15,MEDPOS
2011-02-16,MEDPOS
2011-02-17,MEDPOS
2011-02-18,BIGNEG
2011-02-19,BIGNEG
2011-02-20,BIGNEG
2011-02-21,BIGNEG
2011-02-22,MEDNEG
2011-02-23,MEDNEG
2011-02-24,MEDPOS
2011-02-25,MEDPOS
2011-02-26,MEDPOS
2011-02-27,MEDPOS
2011-02-28,BIGNEG
2011-03-01,SMAPOS
2011-03-02,BIGPOS
2011-03-03,MEDNEG
2011-03-04,MEDNEG
2011-03-05,MEDNEG
2011-03-06,MEDNEG
2011-03-07,BIGPOS
2011-03-08,SMANEG
2011-03-09,BIGNEG
2011-03-10,MEDPOS
2011-03-11,MEDNEG
2011-03-12,MEDNEG
2011-03-13,MEDNEG
2011-03-14,BIGNEG
2011-03-15,BIGNEG
2011-03-16,BIGPOS
2011-03-17,MEDPOS
2011-03-18,BIGPOS
2011-03-19,BIGPOS
2011-03-20,BIGPOS
2011-03-21,SMANEG
2011-03-22,MEDPOS
2011-03-23,MEDPOS
2011-03-24,MEDPOS
2011-03-25,SMANEG
2011-03-26,SMANEG
2011-03-27,SMANEG
2011-03-28,MEDPOS
2011-03-29,MEDPOS
2011-03-30,MEDNEG
2011-03-31,MEDPOS
2011-04-01,SMAPOS
2011-04-02,SMAPOS
2011-04-03,SMAPOS
2011-04-04,SMANEG
2011-04-05,MEDPOS
2011-04-06,SMANEG
2011-04-07,MEDNEG
2011-04-08,SMAPOS
2011-04-09,SMAPOS
2011-04-10,SMAPOS
2011-04-11,MEDNEG
2011-04-12,SMAPOS
2011-04-13,SMAPOS
2011-04-14,MEDPOS
2011-04-15,BIGNEG
2011-04-16,BIGNEG
2011-04-17,BIGNEG
2011-04-18,MEDPOS
2011-04-19,BIGPOS
2011-04-20,MEDPOS
2011-04-21,SMANEG
2011-04-22,SMANEG
2011-04-23,SMANEG
2011-04-24,SMANEG
2011-04-25,MEDPOS
2011-04-26,MEDPOS
2011-04-27,MEDPOS
2011-04-28,MEDPOS
2011-04-29,SMANEG
2011-04-30,SMANEG
2011-05-01,SMANEG
2011-05-02,SMAPOS
2011-05-03,MEDNEG
2011-05-04,BIGNEG
2011-05-05,MEDPOS
2011-05-06,MEDPOS
2011-05-07,MEDPOS
2011-05-08,MEDPOS
2011-05-09,MEDPOS
2011-05-10,BIGNEG
2011-05-11,MEDPOS
2011-05-12,MEDNEG
2011-05-13,MEDNEG
2011-05-14,MEDNEG
2011-05-15,MEDNEG
2011-05-16,MEDNEG
2011-05-17,MEDPOS
2011-05-18,MEDPOS
2011-05-19,MEDNEG
2011-05-20,BIGNEG
2011-05-21,BIGNEG
2011-05-22,BIGNEG
2011-05-23,SMANEG
2011-05-24,MEDPOS
2011-05-25,SMAPOS
2011-05-26,MEDPOS
2011-05-27,BIGPOS
2011-05-28,BIGPOS
2011-05-29,BIGPOS
2011-05-30,BIGPOS
2011-05-31,BIGNEG
2011-06-01,MEDNEG
2011-06-02,MEDNEG
2011-06-03,MEDNEG
2011-06-04,MEDNEG
2011-06-05,MEDNEG
2011-06-06,SMANEG
2011-06-07,SMANEG
2011-06-08,MEDPOS
2011-06-09,BIGNEG
2011-06-10,SMAPOS
2011-06-11,SMAPOS
2011-06-12,SMAPOS
2011-06-13,BIGPOS
2011-06-14,BIGNEG
2011-06-15,MEDPOS
2011-06-16,MEDPOS
2011-06-17,MEDPOS
2011-06-18,MEDPOS
2011-06-19,MEDPOS
2011-06-20,MEDPOS
2011-06-21,MEDNEG
2011-06-22,MEDNEG
2011-06-23,MEDNEG
2011-06-24,MEDPOS
2011-06-25,MEDPOS
2011-06-26,MEDPOS
2011-06-27,BIGPOS
2011-06-28,MEDPOS
2011-06-29,BIGPOS
2011-06-30,BIGPOS
2011-07-01,SMANEG
2011-07-02,SMANEG
2011-07-03,SMANEG
2011-07-04,SMANEG
2011-07-05,MEDPOS
2011-07-06,MEDPOS
2011-07-07,MEDNEG
2011-07-08,BIGNEG
2011-07-09,BIGNEG
2011-07-10,BIGNEG
2011-07-11,MEDNEG
2011-07-12,MEDPOS
2011-07-13,MEDNEG
2011-07-14,MEDPOS
2011-07-15,MEDNEG
2011-07-16,MEDNEG
2011-07-17,MEDNEG
2011-07-18,BIGPOS
2011-07-19,SMANEG
2011-07-20,BIGPOS
2011-07-21,MEDNEG
2011-07-22,MEDNEG
2011-07-23,MEDNEG
2011-07-24,MEDNEG
2011-07-25,MEDNEG
2011-07-26,BIGNEG
2011-07-27,MEDNEG
2011-07-28,MEDNEG
2011-07-29,SMANEG
2011-07-30,SMANEG
2011-07-31,SMANEG
2011-08-01,BIGNEG
2011-08-02,MEDPOS
2011-08-03,BIGNEG
2011-08-04,MEDPOS
2011-08-05,BIGNEG
2011-08-06,BIGNEG
2011-08-07,BIGNEG
2011-08-08,BIGPOS
2011-08-09,BIGNEG
2011-08-10,BIGPOS
2011-08-11,BIGPOS
2011-08-12,BIGPOS
2011-08-13,BIGPOS
2011-08-14,BIGPOS
2011-08-15,MEDNEG
2011-08-16,SMAPOS
2011-08-17,BIGNEG
2011-08-18,BIGNEG
2011-08-19,MEDPOS
2011-08-20,MEDPOS
2011-08-21,MEDPOS
2011-08-22,BIGPOS
2011-08-23,BIGPOS
2011-08-24,BIGNEG
2011-08-25,BIGPOS
2011-08-26,BIGPOS
2011-08-27,BIGPOS
2011-08-28,BIGPOS
2011-08-29,SMAPOS
2011-08-30,MEDPOS
2011-08-31,MEDNEG
2011-09-01,BIGNEG
2011-09-02,MEDNEG
2011-09-03,MEDNEG
2011-09-04,MEDNEG
2011-09-05,MEDNEG
2011-09-06,BIGPOS
2011-09-07,MEDNEG
2011-09-08,BIGNEG
2011-09-09,MEDPOS
2011-09-10,MEDPOS
2011-09-11,MEDPOS
2011-09-12,MEDPOS
2011-09-13,BIGPOS
2011-09-14,BIGPOS
2011-09-15,MEDPOS
2011-09-16,MEDNEG
2011-09-17,MEDNEG
2011-09-18,MEDNEG
2011-09-19,SMAPOS
2011-09-20,BIGNEG
2011-09-21,BIGNEG
2011-09-22,MEDPOS
2011-09-23,BIGPOS
2011-09-24,BIGPOS
2011-09-25,BIGPOS
2011-09-26,BIGPOS
2011-09-27,BIGNEG
2011-09-28,BIGPOS
2011-09-29,BIGNEG
2011-09-30,BIGNEG
2011-10-01,BIGNEG
2011-10-02,BIGNEG
2011-10-03,BIGPOS
2011-10-04,BIGPOS
2011-10-05,BIGPOS
2011-10-06,SMANEG
2011-10-07,BIGPOS
2011-10-08,BIGPOS
2011-10-09,BIGPOS
2011-10-10,SMANEG
2011-10-11,MEDPOS
2011-10-12,MEDNEG
2011-10-13,BIGPOS
2011-10-14,BIGNEG
2011-10-15,BIGNEG
2011-10-16,BIGNEG
2011-10-17,BIGPOS
2011-10-18,MEDNEG
2011-10-19,MEDPOS
2011-10-20,BIGPOS
2011-10-21,MEDPOS
2011-10-22,MEDPOS
2011-10-23,MEDPOS
2011-10-24,BIGNEG
2011-10-25,BIGPOS
2011-10-26,BIGPOS
2011-10-27,SMAPOS
2011-10-28,BIGNEG
2011-10-29,BIGNEG
2011-10-30,BIGNEG
2011-10-31,BIGNEG
2011-11-01,BIGPOS
2011-11-02,BIGPOS
2011-11-03,MEDNEG
2011-11-04,MEDPOS
2011-11-05,MEDPOS
2011-11-06,MEDPOS
2011-11-07,MEDPOS
2011-11-08,BIGNEG
2011-11-09,MEDPOS
2011-11-10,BIGPOS
2011-11-11,MEDNEG
2011-11-12,MEDNEG
2011-11-13,MEDNEG
2011-11-14,SMAPOS
2011-11-15,BIGNEG
2011-11-16,BIGNEG
2011-11-17,SMAPOS
2011-11-18,BIGNEG
2011-11-19,BIGNEG
2011-11-20,BIGNEG
2011-11-21,MEDNEG
2011-11-22,BIGNEG
2011-11-23,SMANEG
2011-11-24,SMANEG
2011-11-25,BIGPOS
2011-11-26,BIGPOS
2011-11-27,BIGPOS
2011-11-28,MEDPOS
2011-11-29,BIGPOS
2011-11-30,SMANEG
2011-12-01,SMANEG
2011-12-02,MEDPOS
2011-12-03,MEDPOS
2011-12-04,MEDPOS
2011-12-05,MEDPOS
2011-12-06,MEDPOS
2011-12-07,BIGNEG
2011-12-08,BIGPOS
2011-12-09,BIGNEG
2011-12-10,BIGNEG
2011-12-11,BIGNEG
2011-12-12,MEDNEG
2011-12-13,BIGNEG
2011-12-14,MEDPOS
2011-12-15,SMANEG
2011-12-16,MEDNEG
2011-12-17,MEDNEG
2011-12-18,MEDNEG
2011-12-19,BIGPOS
2011-12-20,SMAPOS
2011-12-21,MEDPOS
2011-12-22,BIGPOS
2011-12-23,SMANEG
2011-12-24,SMANEG
2011-12-25,SMANEG
2011-12-26,SMANEG
2011-12-27,BIGNEG
2011-12-28,BIGPOS
2011-12-29,MEDNEG
2011-12-30,BIGPOS
2011-12-31,BIGPOS
2012-01-01,BIGPOS
2012-01-02,BIGPOS
2012-01-03,SMAPOS
2012-01-04,SMANEG
2012-01-05,MEDNEG
2012-01-06,MEDPOS
2012-01-07,MEDPOS
2012-01-08,MEDPOS
2012-01-09,MEDPOS
2012-01-10,SMANEG
2012-01-11,SMAPOS
2012-01-12,MEDNEG
2012-01-13,MEDPOS
2012-01-14,MEDPOS
2012-01-15,MEDPOS
2012-01-16,MEDPOS
2012-01-17,MEDPOS
2012-01-18,MEDPOS
2012-01-19,MEDPOS
2012-01-20,SMANEG
2012-01-21,SMANEG
2012-01-22,SMANEG
2012-01-23,MEDNEG
2012-01-24,MEDPOS
2012-01-25,SMANEG
2012-01-26,MEDNEG
2012-01-27,SMANEG
2012-01-28,SMANEG
2012-01-29,SMANEG
2012-01-30,SMANEG
2012-01-31,MEDPOS
2012-02-01,SMANEG
2012-02-02,BIGPOS
2012-02-03,SMANEG
2012-02-04,SMANEG
2012-02-05,SMANEG
2012-02-06,MEDPOS
2012-02-07,SMAPOS
2012-02-08,SMAPOS
2012-02-09,MEDNEG
2012-02-10,MEDPOS
2012-02-11,MEDPOS
2012-02-12,MEDPOS
2012-02-13,SMAPOS
2012-02-14,MEDNEG
2012-02-15,BIGPOS
2012-02-16,MEDPOS
2012-02-17,SMAPOS
2012-02-18,SMAPOS
2012-02-19,SMAPOS
2012-02-20,SMAPOS
2012-02-21,MEDNEG
2012-02-22,MEDPOS
2012-02-23,SMANEG
2012-02-24,SMANEG
2012-02-25,SMANEG
2012-02-26,SMANEG
2012-02-27,SMAPOS
2012-02-28,MEDNEG
2012-02-29,SMAPOS
2012-03-01,SMANEG
2012-03-02,SMANEG
2012-03-03,SMANEG
2012-03-04,SMANEG
2012-03-05,BIGNEG
2012-03-06,MEDPOS
2012-03-07,MEDPOS
2012-03-08,SMAPOS
2012-03-09,MEDPOS
2012-03-10,MEDPOS
2012-03-11,MEDPOS
2012-03-12,BIGPOS
2012-03-13,SMAPOS
2012-03-14,MEDPOS
2012-03-15,SMANEG
2012-03-16,SMAPOS
2012-03-17,SMAPOS
2012-03-18,SMAPOS
2012-03-19,MEDNEG
2012-03-20,MEDNEG
2012-03-21,MEDNEG
2012-03-22,MEDPOS
2012-03-23,BIGPOS
2012-03-24,BIGPOS
2012-03-25,BIGPOS
2012-03-26,MEDNEG
2012-03-27,MEDNEG
2012-03-28,SMAPOS
2012-03-29,MEDPOS
2012-03-30,MEDPOS
2012-03-31,MEDPOS
2012-04-01,MEDPOS
2012-04-02,MEDNEG
2012-04-03,MEDNEG
2012-04-04,SMANEG
2012-04-05,BIGNEG
2012-04-06,BIGNEG
2012-04-07,BIGNEG
2012-04-08,BIGNEG
2012-04-09,BIGNEG
2012-04-10,MEDPOS
2012-04-11,BIGPOS
2012-04-12,BIGNEG
2012-04-13,MEDPOS
2012-04-14,MEDPOS
2012-04-15,MEDPOS
2012-04-16,BIGPOS
2012-04-17,MEDNEG
2012-04-18,MEDNEG
2012-04-19,MEDPOS
2012-04-20,MEDNEG
2012-04-21,MEDNEG
2012-04-22,MEDNEG
2012-04-23,MEDPOS
2012-04-24,MEDPOS
2012-04-25,MEDPOS
2012-04-26,SMAPOS
2012-04-27,SMANEG
2012-04-28,SMANEG
2012-04-29,SMANEG
2012-04-30,MEDPOS
2012-05-01,SMANEG
2012-05-02,MEDNEG
2012-05-03,BIGNEG
2012-05-04,MEDNEG
2012-05-05,MEDNEG
2012-05-06,MEDNEG
2012-05-07,MEDNEG
2012-05-08,MEDNEG
2012-05-09,SMAPOS
2012-05-10,MEDNEG
2012-05-11,MEDNEG
2012-05-12,MEDNEG
2012-05-13,MEDNEG
2012-05-14,MEDNEG
2012-05-15,MEDNEG
2012-05-16,BIGNEG
2012-05-17,MEDNEG
2012-05-18,BIGPOS
2012-05-19,BIGPOS
2012-05-20,BIGPOS
2012-05-21,SMANEG
2012-05-22,SMANEG
2012-05-23,MEDPOS
2012-05-24,MEDNEG
2012-05-25,BIGPOS
2012-05-26,BIGPOS
2012-05-27,BIGPOS
2012-05-28,BIGPOS
2012-05-29,BIGNEG
2012-05-30,SMANEG
2012-05-31,BIGNEG
2012-06-01,SMANEG
2012-06-02,SMANEG
2012-06-03,SMANEG
2012-06-04,SMAPOS
2012-06-05,BIGPOS
2012-06-06,MEDPOS
2012-06-07,MEDPOS
2012-06-08,BIGNEG
2012-06-09,BIGNEG
2012-06-10,BIGNEG
2012-06-11,BIGPOS
2012-06-12,MEDNEG
2012-06-13,BIGPOS
2012-06-14,MEDPOS
2012-06-15,SMANEG
2012-06-16,SMANEG
2012-06-17,SMANEG
2012-06-18,MEDPOS
2012-06-19,SMANEG
2012-06-20,BIGNEG
2012-06-21,MEDPOS
2012-06-22,BIGNEG
2012-06-23,BIGNEG
2012-06-24,BIGNEG
2012-06-25,MEDPOS
2012-06-26,MEDPOS
2012-06-27,SMANEG
2012-06-28,BIGPOS
2012-06-29,SMANEG
2012-06-30,SMANEG
2012-07-01,SMANEG
2012-07-02,MEDPOS
2012-07-03,MEDNEG
2012-07-04,MEDNEG
2012-07-05,MEDNEG
2012-07-06,MEDNEG
2012-07-07,MEDNEG
2012-07-08,MEDNEG
2012-07-09,MEDNEG
2012-07-10,MEDNEG
2012-07-11,MEDNEG
2012-07-12,BIGPOS
2012-07-13,MEDNEG
2012-07-14,MEDNEG
2012-07-15,MEDNEG
2012-07-16,MEDPOS
2012-07-17,MEDPOS
2012-07-18,MEDPOS
2012-07-19,MEDNEG
2012-07-20,MEDNEG
2012-07-21,MEDNEG
2012-07-22,MEDNEG
2012-07-23,MEDNEG
2012-07-24,MEDPOS
2012-07-25,BIGPOS
2012-07-26,BIGPOS
2012-07-27,SMANEG
2012-07-28,SMANEG
2012-07-29,SMANEG
2012-07-30,MEDNEG
2012-07-31,MEDNEG
2012-08-01,MEDNEG
2012-08-02,BIGPOS
2012-08-03,SMAPOS
2012-08-04,SMAPOS
2012-08-05,SMAPOS
2012-08-06,MEDPOS
2012-08-07,SMAPOS
2012-08-08,SMANEG
2012-08-09,MEDPOS
2012-08-10,MEDNEG
2012-08-11,MEDNEG
2012-08-12,MEDNEG
2012-08-13,SMAPOS
2012-08-14,SMANEG
2012-08-15,MEDPOS
2012-08-16,SMAPOS
2012-08-17,SMANEG
2012-08-18,SMANEG
2012-08-19,SMANEG
2012-08-20,MEDNEG
2012-08-21,MEDNEG
2012-08-22,MEDNEG
2012-08-23,MEDPOS
2012-08-24,MEDNEG
2012-08-25,MEDNEG
2012-08-26,MEDNEG
2012-08-27,SMANEG
2012-08-28,SMAPOS
2012-08-29,MEDNEG
2012-08-30,MEDPOS
2012-08-31,MEDNEG
2012-09-01,MEDNEG
2012-09-02,MEDNEG
2012-09-03,MEDNEG
2012-09-04,SMAPOS
2012-09-05,BIGPOS
2012-09-06,SMAPOS
2012-09-07,MEDNEG
2012-09-08,MEDNEG
2012-09-09,MEDNEG
2012-09-10,MEDPOS
2012-09-11,SMAPOS
2012-09-12,BIGPOS
2012-09-13,MEDPOS
2012-09-14,MEDNEG
2012-09-15,MEDNEG
2012-09-16,MEDNEG
2012-09-17,SMAPOS
2012-09-18,SMAPOS
2012-09-19,SMAPOS
2012-09-20,SMANEG
2012-09-21,SMANEG
2012-09-22,SMANEG
2012-09-23,SMANEG
2012-09-24,MEDNEG
2012-09-25,MEDNEG
2012-09-26,MEDPOS
2012-09-27,MEDNEG
2012-09-28,MEDPOS
2012-09-29,MEDPOS
2012-09-30,MEDPOS
2012-10-01,MEDNEG
2012-10-02,SMAPOS
2012-10-03,MEDPOS
2012-10-04,MEDPOS
2012-10-05,SMANEG
2012-10-06,SMANEG
2012-10-07,SMANEG
2012-10-08,MEDNEG
2012-10-09,BIGNEG
2012-10-10,SMANEG
2012-10-11,SMAPOS
2012-10-12,MEDPOS
2012-10-13,MEDPOS
2012-10-14,MEDPOS
2012-10-15,BIGPOS
2012-10-16,SMAPOS
2012-10-17,SMANEG
2012-10-18,BIGNEG
2012-10-19,SMAPOS
2012-10-20,SMAPOS
2012-10-21,SMAPOS
2012-10-22,BIGNEG
2012-10-23,SMANEG
2012-10-24,SMAPOS
2012-10-25,SMAPOS
2012-10-26,SMANEG
2012-10-27,SMANEG
2012-10-28,SMANEG
2012-10-29,SMANEG
2012-10-30,SMANEG
2012-10-31,BIGPOS
2012-11-01,BIGNEG
2012-11-02,SMAPOS
2012-11-03,SMAPOS
2012-11-04,SMAPOS
2012-11-05,BIGPOS
2012-11-06,BIGNEG
2012-11-07,MEDNEG
2012-11-08,SMAPOS
2012-11-09,SMANEG
2012-11-10,SMANEG
2012-11-11,SMANEG
2012-11-12,MEDNEG
2012-11-13,BIGNEG
2012-11-14,MEDNEG
2012-11-15,MEDPOS
2012-11-16,BIGPOS
2012-11-17,BIGPOS
2012-11-18,BIGPOS
2012-11-19,SMANEG
2012-11-20,MEDPOS
2012-11-21,BIGPOS
2012-11-22,BIGPOS
2012-11-23,MEDNEG
2012-11-24,MEDNEG
2012-11-25,MEDNEG
2012-11-26,MEDNEG
2012-11-27,MEDPOS
2012-11-28,MEDPOS
2012-11-29,SMAPOS
2012-11-30,MEDNEG
2012-12-01,MEDNEG
2012-12-02,MEDNEG
2012-12-03,SMANEG
2012-12-04,MEDPOS
2012-12-05,MEDPOS
2012-12-06,MEDPOS
2012-12-07,SMAPOS
2012-12-08,SMAPOS
2012-12-09,SMAPOS
2012-12-10,MEDPOS
2012-12-11,SMANEG
2012-12-12,MEDNEG
2012-12-13,MEDNEG
2012-12-14,MEDPOS
2012-12-15,MEDPOS
2012-12-16,MEDPOS
2012-12-17,MEDPOS
2012-12-18,MEDNEG
2012-12-19,MEDPOS
2012-12-20,MEDNEG
2012-12-21,MEDNEG
2012-12-22,MEDNEG
2012-12-23,MEDNEG
2012-12-24,SMANEG
2012-12-25,SMANEG
2012-12-26,SMANEG
2012-12-27,BIGNEG
2012-12-28,BIGPOS
2012-12-29,BIGPOS
2012-12-30,BIGPOS
2012-12-31,BIGPOS
2013-01-01,BIGPOS
2013-01-02,SMANEG
2013-01-03,MEDPOS
2013-01-04,MEDNEG
2013-01-05,MEDNEG
2013-01-06,MEDNEG
2013-01-07,MEDNEG
2013-01-08,MEDPOS
2013-01-09,MEDPOS
2013-01-10,SMAPOS
2013-01-11,SMAPOS
2013-01-12,SMAPOS
2013-01-13,SMAPOS
2013-01-14,SMAPOS
2013-01-15,SMANEG
2013-01-16,MEDPOS
2013-01-17,MEDPOS
2013-01-18,MEDPOS
2013-01-19,MEDPOS
2013-01-20,MEDPOS
2013-01-21,MEDPOS
2013-01-22,MEDPOS
2013-01-23,MEDPOS
2013-01-24,MEDPOS
2013-01-25,SMANEG
2013-01-26,SMANEG
2013-01-27,SMANEG
2013-01-28,MEDPOS
2013-01-29,MEDNEG
2013-01-30,MEDNEG
2013-01-31,BIGPOS
2013-02-01,BIGNEG
2013-02-02,BIGNEG
2013-02-03,BIGNEG
2013-02-04,MEDPOS
2013-02-05,SMAPOS
2013-02-06,MEDNEG
2013-02-07,MEDPOS
2013-02-08,SMANEG
2013-02-09,SMANEG
2013-02-10,SMANEG
2013-02-11,MEDPOS
2013-02-12,MEDNEG
2013-02-13,SMANEG
2013-02-14,SMAPOS
2013-02-15,MEDPOS
2013-02-16,MEDPOS
2013-02-17,MEDPOS
2013-02-18,MEDPOS
2013-02-19,MEDNEG
2013-02-20,MEDNEG
2013-02-21,MEDPOS
2013-02-22,BIGNEG
2013-02-23,BIGNEG
2013-02-24,BIGNEG
2013-02-25,MEDPOS
2013-02-26,BIGPOS
2013-02-27,SMANEG
2013-02-28,MEDPOS
2013-03-01,MEDPOS
2013-03-02,MEDPOS
2013-03-03,MEDPOS
2013-03-04,BIGPOS
2013-03-05,MEDPOS
2013-03-06,MEDPOS
2013-03-07,MEDPOS
2013-03-08,MEDPOS
2013-03-09,MEDPOS
2013-03-10,MEDPOS
2013-03-11,SMAPOS
2013-03-12,SMAPOS
2013-03-13,MEDPOS
2013-03-14,SMANEG
2013-03-15,MEDNEG
2013-03-16,MEDNEG
2013-03-17,MEDNEG
2013-03-18,SMAPOS
2013-03-19,MEDPOS
2013-03-20,MEDNEG
2013-03-21,MEDPOS
2013-03-22,MEDNEG
2013-03-23,MEDNEG
2013-03-24,MEDNEG
2013-03-25,MEDPOS
2013-03-26,MEDNEG
2013-03-27,MEDPOS
2013-03-28,SMANEG
2013-03-29,SMANEG
2013-03-30,SMANEG
2013-03-31,SMANEG
2013-04-01,MEDPOS
2013-04-02,MEDNEG
2013-04-03,MEDPOS
2013-04-04,MEDNEG
2013-04-05,MEDPOS
2013-04-06,MEDPOS
2013-04-07,MEDPOS
2013-04-08,MEDPOS
2013-04-09,BIGPOS
2013-04-10,MEDPOS
2013-04-11,SMANEG
2013-04-12,BIGNEG
2013-04-13,BIGNEG
2013-04-14,BIGNEG
2013-04-15,BIGPOS
2013-04-16,BIGNEG
2013-04-17,MEDNEG
2013-04-18,SMAPOS
2013-04-19,SMAPOS
2013-04-20,SMAPOS
2013-04-21,SMAPOS
2013-04-22,BIGPOS
2013-04-23,MEDNEG
2013-04-24,SMAPOS
2013-04-25,SMAPOS
2013-04-26,MEDPOS
2013-04-27,MEDPOS
2013-04-28,MEDPOS
2013-04-29,SMAPOS
2013-04-30,BIGNEG
2013-05-01,BIGPOS
2013-05-02,BIGPOS
2013-05-03,SMANEG
2013-05-04,SMANEG
2013-05-05,SMANEG
2013-05-06,MEDPOS
2013-05-07,MEDPOS
2013-05-08,SMANEG
2013-05-09,MEDPOS
2013-05-10,MEDNEG
2013-05-11,MEDNEG
2013-05-12,MEDNEG
2013-05-13,BIGPOS
2013-05-14,MEDPOS
2013-05-15,MEDNEG
2013-05-16,MEDPOS
2013-05-17,SMANEG
2013-05-18,SMANEG
2013-05-19,SMANEG
2013-05-20,MEDPOS
2013-05-21,MEDNEG
2013-05-22,SMANEG
2013-05-23,SMAPOS
2013-05-24,MEDPOS
2013-05-25,MEDPOS
2013-05-26,MEDPOS
2013-05-27,MEDPOS
2013-05-28,MEDNEG
2013-05-29,SMAPOS
2013-05-30,BIGNEG
2013-05-31,BIGPOS
2013-06-01,BIGPOS
2013-06-02,BIGPOS
2013-06-03,MEDNEG
2013-06-04,BIGNEG
2013-06-05,MEDPOS
2013-06-06,BIGPOS
2013-06-07,SMANEG
2013-06-08,SMANEG
2013-06-09,SMANEG
2013-06-10,MEDNEG
2013-06-11,MEDNEG
2013-06-12,BIGPOS
2013-06-13,MEDNEG
2013-06-14,MEDPOS
2013-06-15,MEDPOS
2013-06-16,MEDPOS
2013-06-17,BIGPOS
2013-06-18,BIGNEG
2013-06-19,BIGNEG
2013-06-20,MEDPOS
2013-06-21,BIGNEG
2013-06-22,BIGNEG
2013-06-23,BIGNEG
2013-06-24,MEDPOS
2013-06-25,BIGPOS
2013-06-26,MEDPOS
2013-06-27,MEDNEG
2013-06-28,MEDPOS
2013-06-29,MEDPOS
2013-06-30,MEDPOS
2013-07-01,MEDNEG
2013-07-02,MEDPOS
2013-07-03,BIGPOS
2013-07-04,BIGPOS
2013-07-05,MEDPOS
2013-07-06,MEDPOS
2013-07-07,MEDPOS
2013-07-08,MEDPOS
2013-07-09,SMANEG
2013-07-10,BIGPOS
2013-07-11,SMAPOS
2013-07-12,SMAPOS
2013-07-13,SMAPOS
2013-07-14,SMAPOS
2013-07-15,MEDNEG
2013-07-16,SMAPOS
2013-07-17,MEDPOS
2013-07-18,SMANEG
2013-07-19,SMAPOS
2013-07-20,SMAPOS
2013-07-21,SMAPOS
2013-07-22,SMAPOS
2013-07-23,SMANEG
2013-07-24,SMAPOS
2013-07-25,SMAPOS
2013-07-26,MEDNEG
2013-07-27,MEDNEG
2013-07-28,MEDNEG
2013-07-29,SMANEG
2013-07-30,SMANEG
2013-07-31,BIGPOS
2013-08-01,MEDPOS
2013-08-02,MEDNEG
2013-08-03,MEDNEG
2013-08-04,MEDNEG
2013-08-05,MEDNEG
2013-08-06,MEDNEG
2013-08-07,SMAPOS
2013-08-08,MEDNEG
2013-08-09,SMANEG
2013-08-10,SMANEG
2013-08-11,SMANEG
2013-08-12,MEDPOS
2013-08-13,MEDNEG
2013-08-14,BIGNEG
2013-08-15,MEDNEG
2013-08-16,MEDNEG
2013-08-17,MEDNEG
2013-08-18,MEDNEG
2013-08-19,SMANEG
2013-08-20,MEDNEG
2013-08-21,MEDPOS
2013-08-22,MEDPOS
2013-08-23,MEDNEG
2013-08-24,MEDNEG
2013-08-25,MEDNEG
2013-08-26,BIGNEG
2013-08-27,MEDPOS
2013-08-28,SMAPOS
2013-08-29,MEDNEG
2013-08-30,SMAPOS
2013-08-31,SMAPOS
2013-09-01,SMAPOS
2013-09-02,SMAPOS
2013-09-03,MEDPOS
2013-09-04,SMAPOS
2013-09-05,SMANEG
2013-09-06,BIGPOS
2013-09-07,BIGPOS
2013-09-08,BIGPOS
2013-09-09,BIGPOS
2013-09-10,BIGPOS
2013-09-11,SMANEG
2013-09-12,MEDPOS
2013-09-13,MEDPOS
2013-09-14,MEDPOS
2013-09-15,MEDPOS
2013-09-16,MEDPOS
2013-09-17,BIGPOS
2013-09-18,MEDNEG
2013-09-19,BIGNEG
2013-09-20,MEDNEG
2013-09-21,MEDNEG
2013-09-22,MEDNEG
2013-09-23,MEDNEG
2013-09-24,MEDNEG
2013-09-25,MEDPOS
2013-09-26,MEDNEG
2013-09-27,BIGNEG
2013-09-28,BIGNEG
2013-09-29,BIGNEG
2013-09-30,MEDPOS
2013-10-01,MEDNEG
2013-10-02,BIGNEG
2013-10-03,MEDPOS
2013-10-04,BIGNEG
2013-10-05,BIGNEG
2013-10-06,BIGNEG
2013-10-07,BIGNEG
2013-10-08,SMAPOS
2013-10-09,BIGPOS
2013-10-10,MEDPOS
2013-10-11,MEDPOS
2013-10-12,MEDPOS
2013-10-13,MEDPOS
2013-10-14,BIGNEG
2013-10-15,BIGPOS
2013-10-16,SMANEG
2013-10-17,SMAPOS
2013-10-18,SMANEG
2013-10-19,SMANEG
2013-10-20,SMANEG
2013-10-21,MEDPOS
2013-10-22,MEDNEG
